WeightClassKg,Dots
30.0,128.07
35.0,150.5
40.0,203.25
43.0,251.95
44.0,250.4
47.0,296.9
48.0,270.43
52.0,313.92
53.0,270.0
56.0,323.29
57.0,311.61
59.0,321.03
60.0,332.38
63.0,312.29
66.0,330.51
67.5,328.43
72.0,296.93
74.0,337.89
75.0,343.42
82.5,331.72
83.0,341.26
84.0,280.59
90.0,322.5
93.0,338.55
100.0,336.29
105.0,335.81
110.0,330.36
120.0,323.04
125.0,318.92
