WeightClassKg,Dots
30.0,130.41
35.0,158.42
40.0,196.47
43.0,263.21
44.0,207.8
47.0,289.51
48.0,216.39
52.0,319.19
53.0,283.19
56.0,306.08
57.0,313.65
59.0,311.87
60.0,300.12
63.0,312.56
66.0,327.99
67.5,322.72
72.0,305.65
74.0,343.47
75.0,314.3
82.5,320.38
83.0,343.65
84.0,285.28
90.0,311.39
93.0,342.99
100.0,334.01
105.0,337.41
110.0,334.94
120.0,322.44
125.0,310.92
