WeightClassKg,Dots
44.0,286.8
48.0,308.95
52.0,276.19
56.0,286.46
60.0,290.39
67.5,298.54
75.0,300.01
82.5,306.34
90.0,303.05
100.0,309.2
110.0,313.68
125.0,314.33
