WeightClassKg,Dots
44.0,329.29
48.0,270.66
52.0,282.03
56.0,317.29
60.0,302.55
67.5,292.12
75.0,297.42
82.5,283.57
90.0,288.18
100.0,302.47
110.0,318.2
125.0,311.08
145.0,386.5
