WeightClassKg,Dots
44.0,369.87
48.0,370.08
52.0,385.29
56.0,314.35
60.0,328.37
67.5,349.68
75.0,316.51
82.5,314.93
90.0,332.04
100.0,332.36
110.0,342.36
125.0,361.07
145.0,435.97
