WeightClassKg,Dots
30.0,118.37
35.0,171.8
40.0,196.05
44.0,266.01
48.0,301.61
52.0,315.55
56.0,319.15
60.0,328.51
67.5,331.38
75.0,341.27
82.5,342.69
90.0,346.71
100.0,330.04
110.0,353.24
125.0,330.72
140.0,326.44
