WeightClassKg,Dots
44.0,263.18
48.0,310.02
52.0,296.58
56.0,295.04
60.0,299.6
67.5,297.12
75.0,293.31
82.5,299.76
90.0,301.3
100.0,326.15
110.0,311.9
125.0,311.34
140.0,415.13
145.0,296.21
