WeightClassKg,Dots
44.0,208.93
48.0,350.83
52.0,370.98
56.0,320.54
60.0,317.64
67.5,353.64
75.0,317.86
82.5,320.18
90.0,338.01
100.0,388.44
110.0,323.74
125.0,368.04
140.0,484.73
145.0,396.15
