WeightClassKg,Dots
44.0,280.37
48.0,314.74
52.0,287.53
56.0,259.67
60.0,274.45
67.5,292.97
75.0,277.67
82.5,281.75
90.0,305.67
100.0,284.68
110.0,294.67
125.0,313.8
