WeightClassKg,Dots
30.0,138.85
35.0,190.7
40.0,198.94
43.0,273.18
44.0,184.36
47.0,315.35
48.0,206.48
52.0,325.95
53.0,273.36
57.0,321.82
59.0,302.96
63.0,305.32
66.0,322.73
72.0,311.75
74.0,345.6
83.0,345.81
84.0,288.6
93.0,342.22
105.0,336.35
120.0,329.11
