WeightClassKg,Dots
44.0,336.04
48.0,343.45
52.0,265.15
56.0,307.9
60.0,325.69
67.5,290.66
75.0,301.64
82.5,307.51
90.0,318.69
100.0,305.96
110.0,288.95
125.0,298.39
