WeightClassKg,Dots
43.0,422.21
44.0,285.92
47.0,303.8
48.0,284.21
52.0,265.16
53.0,329.61
56.0,283.3
57.0,337.17
59.0,297.75
60.0,269.82
63.0,349.49
66.0,344.23
67.5,285.09
72.0,339.63
74.0,349.52
75.0,305.44
82.5,307.74
83.0,352.33
84.0,316.12
90.0,296.49
93.0,354.31
100.0,309.76
105.0,359.44
110.0,307.06
120.0,321.27
125.0,296.85
