WeightClassKg,Dots
40.0,397.18
44.0,315.9
48.0,282.05
52.0,283.11
56.0,278.92
60.0,284.58
67.5,276.05
75.0,271.12
82.5,250.92
90.0,280.55
100.0,283.05
110.0,276.29
125.0,269.23
