WeightClassKg,Dots
30.0,138.59
35.0,152.38
40.0,191.98
43.0,294.04
44.0,209.03
47.0,310.06
48.0,181.4
52.0,320.19
53.0,266.62
57.0,317.59
59.0,317.75
63.0,314.84
66.0,328.0
72.0,308.91
74.0,343.77
83.0,340.84
84.0,287.65
93.0,346.43
105.0,342.55
120.0,323.74
