WeightClassKg,Dots
40.0,437.78
44.0,342.35
48.0,261.88
52.0,275.01
56.0,292.0
60.0,312.73
67.5,308.48
75.0,314.21
82.5,310.15
90.0,321.93
100.0,320.23
110.0,310.03
125.0,321.1
