WeightClassKg,Dots
43.0,267.61
44.0,239.97
47.0,328.31
48.0,331.24
52.0,320.54
53.0,392.4
56.0,275.13
57.0,330.33
59.0,345.68
60.0,285.48
63.0,332.67
66.0,351.54
67.5,299.25
72.0,346.71
74.0,314.85
75.0,306.69
82.5,302.62
83.0,355.5
84.0,290.74
90.0,305.04
93.0,344.51
100.0,303.34
105.0,332.37
110.0,311.99
120.0,326.43
125.0,313.43
