WeightClassKg,Dots
44.0,325.52
47.0,46.06
48.0,328.83
52.0,299.82
53.0,69.84
56.0,363.83
57.0,261.15
59.0,91.1
60.0,354.96
63.0,166.06
66.0,194.06
67.5,348.43
72.0,189.03
74.0,167.55
75.0,345.71
82.5,339.37
83.0,207.77
84.0,139.13
90.0,331.45
93.0,209.39
100.0,344.37
105.0,182.63
110.0,356.89
120.0,197.99
125.0,349.79
