WeightClassKg,Dots
30.0,127.91
35.0,174.39
40.0,211.08
44.0,284.36
48.0,313.15
52.0,317.1
56.0,330.03
60.0,330.55
67.5,335.8
75.0,348.11
82.5,350.95
90.0,351.22
100.0,335.46
110.0,355.7
125.0,342.24
140.0,335.85
