WeightClassKg,Dots
30.0,94.25
35.0,191.19
40.0,199.78
43.0,300.05
44.0,192.31
47.0,315.95
48.0,174.52
52.0,322.59
53.0,275.74
57.0,324.61
59.0,316.58
63.0,314.82
66.0,339.37
67.5,62.18
69.0,317.22
72.0,255.2
74.0,345.48
76.0,308.84
82.5,200.09
83.0,349.16
84.0,291.55
90.0,230.3
93.0,353.34
100.0,295.04
105.0,348.44
110.0,83.31
120.0,326.14
