WeightClassKg,Dots
44.0,314.94
48.0,379.92
52.0,316.28
56.0,364.82
60.0,339.34
67.5,286.89
75.0,343.91
82.5,297.13
90.0,327.59
100.0,296.98
110.0,291.5
125.0,352.62
